event_ts,worker_id,batch_id,session_id,source_path,distance_bucket,environment_condition,batch_reviewed,batch_accepted,batch_dropped,main_drop_code,workflow_status,batch_disposition,avg_qc_sec,nas_input_path,nas_output_path,review_note
2025-03-12 14:27:00,QC003,20250312_03_B3,SES-20250312-03,/nas/raw/2025-03-12/QC003/20250312_03_B3,30m+,rain_wetroad,1853,1011,842,LOW_VISIBILITY,PASS_TO_NEXT,PARTIAL_PASS,1.66,/nas/input/SES-20250312-03/20250312_03_B3,/nas/output/SES-20250312-03/20250312_03_B3,흐림/저조도/가림 등으로 객체 식별 기준 충족 불가
2025-03-12 16:16:00,QC003,20250312_03_B4,SES-20250312-03,/nas/raw/2025-03-12/QC003/20250312_03_B4,30m+,day_clear,1853,1011,842,TEMPORAL_ANNOTATION,REVIEW_COMPLETE,PARTIAL_PASS,1.84,/nas/input/SES-20250312-03/20250312_03_B4,/nas/output/SES-20250312-03/20250312_03_B4,객체 출현/이탈 구간 불명확 또는 프레임 간 불연속 발생
2025-03-12 10:37:00,QC004,20250312_04_B1,SES-20250312-04,/nas/raw/2025-03-12/QC004/20250312_04_B1,0-10m,mixed_indoor_outdoor,1923,1088,835,TEMPORAL_ANNOTATION,DROP_AND_ARCHIVE,PARTIAL_PASS,1.59,/nas/input/SES-20250312-04/20250312_04_B1,/nas/output/SES-20250312-04/20250312_04_B1,객체 출현/이탈 구간 불명확 또는 프레임 간 불연속 발생
2025-03-12 12:43:00,QC004,20250312_04_B2,SES-20250312-04,/nas/raw/2025-03-12/QC004/20250312_04_B2,0-10m,rain_wetroad,1922,1017,905,TEMPORAL_ANNOTATION,PASS_TO_NEXT,PARTIAL_PASS,1.56,/nas/input/SES-20250312-04/20250312_04_B2,/nas/output/SES-20250312-04/20250312_04_B2,객체 출현/이탈 구간 불명확 또는 프레임 간 불연속 발생
2025-03-12 14:05:00,QC004,20250312_04_B3,SES-20250312-04,/nas/raw/2025-03-12/QC004/20250312_04_B3,10-30m,rain_wetroad,1922,1053,869,DUPLICATE_CORRUPT,PASS_TO_NEXT,PARTIAL_PASS,1.55,/nas/input/SES-20250312-04/20250312_04_B3,/nas/output/SES-20250312-04/20250312_04_B3,중복 또는 손상 이미지 포함
2025-03-12 16:39:00,QC004,20250312_04_B4,SES-20250312-04,/nas/raw/2025-03-12/QC004/20250312_04_B4,10-30m,night_lowlight,1922,1053,869,LOW_VISIBILITY,REVIEW_COMPLETE,PARTIAL_PASS,1.75,/nas/input/SES-20250312-04/20250312_04_B4,/nas/output/SES-20250312-04/20250312_04_B4,흐림/가림 프레임 다수
2025-03-13 09:44:00,QC001,20250313_01_B1,SES-20250313-01,/nas/raw/2025-03-13/QC001/20250313_01_B1,10-30m,night_lowlight,2319,1421,898,TEMPORAL_ANNOTATION,PASS_TO_NEXT,PARTIAL_PASS,1.92,/nas/input/SES-20250313-01/20250313_01_B1,/nas/output/SES-20250313-01/20250313_01_B1,객체 출현/이탈 구간 불명확 또는 프레임 간 불연속 발생
2025-03-13 11:37:00,QC001,20250313_01_B2,SES-20250313-01,/nas/raw/2025-03-13/QC001/20250313_01_B2,30m+,mixed_indoor_outdoor,2319,1346,973,IMAGE_CONTENT_AMBIGUITY,REVIEW_COMPLETE,PARTIAL_PASS,1.68,/nas/input/SES-20250313-01/20250313_01_B2,/nas/output/SES-20250313-01/20250313_01_B2,객체 클래스 Label 불일치
2025-03-13 13:17:00,QC001,20250313_01_B3,SES-20250313-01,/nas/raw/2025-03-13/QC001/20250313_01_B3,0-10m,mixed_indoor_outdoor,2319,1384,935,METADATA_MISMATCH,PASS_TO_NEXT,PARTIAL_PASS,1.93,/nas/input/SES-20250313-01/20250313_01_B3,/nas/output/SES-20250313-01/20250313_01_B3,거리/환경 메타데이터와 실제 프레임 불일치
2025-03-13 15:10:00,QC001,20250313_01_B4,SES-20250313-01,/nas/raw/2025-03-13/QC001/20250313_01_B4,0-10m,mixed_indoor_outdoor,2319,1384,935,IMAGE_CONTENT_AMBIGUITY,REVIEW_COMPLETE,PARTIAL_PASS,1.44,/nas/input/SES-20250313-01/20250313_01_B4,/nas/output/SES-20250313-01/20250313_01_B4,객체 클래스 Label 불일치
2025-03-13 09:27:00,QC002,20250313_02_B1,SES-20250313-02,/nas/raw/2025-03-13/QC002/20250313_02_B1,10-30m,rain_wetroad,1872,1074,798,TEMPORAL_ANNOTATION,REVIEW_COMPLETE,PARTIAL_PASS,2.0,/nas/input/SES-20250313-02/20250313_02_B1,/nas/output/SES-20250313-02/20250313_02_B1,객체 출현/이탈 구간 불명확 또는 프레임 간 불연속 발생
2025-03-13 11:03:00,QC002,20250313_02_B2,SES-20250313-02,/nas/raw/2025-03-13/QC002/20250313_02_B2,0-10m,rain_wetroad,1872,1008,864,TEMPORAL_ANNOTATION,REVIEW_COMPLETE,PARTIAL_PASS,1.64,/nas/input/SES-20250313-02/20250313_02_B2,/nas/output/SES-20250313-02/20250313_02_B2,객체 출현/이탈 구간 불명확 또는 프레임 간 불연속 발생
2025-03-13 13:21:00,QC002,20250313_02_B3,SES-20250313-02,/nas/raw/2025-03-13/QC002/20250313_02_B3,10-30m,day_clear,1871,1040,831,IMAGE_CONTENT_AMBIGUITY,REVIEW_COMPLETE,PARTIAL_PASS,2.01,/nas/input/SES-20250313-02/20250313_02_B3,/nas/output/SES-20250313-02/20250313_02_B3,객체 클래스 Label 불일치
2025-03-13 15:19:00,QC002,20250313_02_B4,SES-20250313-02,/nas/raw/2025-03-13/QC002/20250313_02_B4,0-10m,day_clear,1871,1040,831,METADATA_MISMATCH,REVIEW_COMPLETE,PARTIAL_PASS,1.61,/nas/input/SES-20250313-02/20250313_02_B4,/nas/output/SES-20250313-02/20250313_02_B4,거리·환경 메타와 실제 프레임 불일치
2025-03-13 10:43:00,QC003,20250313_03_B1,SES-20250313-03,/nas/raw/2025-03-13/QC003/20250313_03_B1,0-10m,night_lowlight,1899,1071,828,TEMPORAL_ANNOTATION,DROP_AND_ARCHIVE,PARTIAL_PASS,1.93,/nas/input/SES-20250313-03/20250313_03_B1,/nas/output/SES-20250313-03/20250313_03_B1,거리/환경 메타데이터와 실제 프레임 불일치
2025-03-13 12:37:00,QC003,20250313_03_B2,SES-20250313-03,/nas/raw/2025-03-13/QC003/20250313_03_B2,30m+,day_clear,1899,1003,896,METADATA_MISMATCH,REVIEW_COMPLETE,PARTIAL_PASS,1.63,/nas/input/SES-20250313-03/20250313_03_B2,/nas/output/SES-20250313-03/20250313_03_B2,거리·환경 메타와 실제 프레임 불일치
2025-03-13 14:04:00,QC003,20250313_03_B3,SES-20250313-03,/nas/raw/2025-03-13/QC003/20250313_03_B3,10-30m,rain_wetroad,1898,1036,862,IMAGE_CONTENT_AMBIGUITY,PASS_TO_NEXT,PARTIAL_PASS,1.44,/nas/input/SES-20250313-03/20250313_03_B3,/nas/output/SES-20250313-03/20250313_03_B3,객체 클래스 Label 불일치
2025-03-13 16:39:00,QC003,20250313_03_B4,SES-20250313-03,/nas/raw/2025-03-13/QC003/20250313_03_B4,0-10m,mixed_indoor_outdoor,1898,1036,862,METADATA_MISMATCH,PASS_TO_NEXT,PARTIAL_PASS,2.08,/nas/input/SES-20250313-03/20250313_03_B4,/nas/output/SES-20250313-03/20250313_03_B4,거리/환경 메타데이터와 실제 프레임 불일치
2025-03-13 10:37:00,QC004,20250313_04_B1,SES-20250313-04,/nas/raw/2025-03-13/QC004/20250313_04_B1,0-10m,mixed_indoor_outdoor,1934,1079,855,DUPLICATE_CORRUPT,REVIEW_COMPLETE,PARTIAL_PASS,1.52,/nas/input/SES-20250313-04/20250313_04_B1,/nas/output/SES-20250313-04/20250313_04_B1,중복 또는 손상 이미지 포함
2025-03-13 12:36:00,QC004,20250313_04_B2,SES-20250313-04,/nas/raw/2025-03-13/QC004/20250313_04_B2,10-30m,night_lowlight,1934,1007,927,LOW_VISIBILITY,REVIEW_COMPLETE,PARTIAL_PASS,1.93,/nas/input/SES-20250313-04/20250313_04_B2,/nas/output/SES-20250313-04/20250313_04_B2,흐림/가림 프레임 다수
2025-03-13 14:47:00,QC004,20250313_04_B3,SES-20250313-04,/nas/raw/2025-03-13/QC004/20250313_04_B3,10-30m,mixed_indoor_outdoor,1934,1044,890,IMAGE_CONTENT_AMBIGUITY,REVIEW_COMPLETE,PARTIAL_PASS,1.85,/nas/input/SES-20250313-04/20250313_04_B3,/nas/output/SES-20250313-04/20250313_04_B3,객체 클래스 Label 불일치
2025-03-13 16:31:00,QC004,20250313_04_B4,SES-20250313-04,/nas/raw/2025-03-13/QC004/20250313_04_B4,10-30m,day_clear,1933,1043,890,LOW_VISIBILITY,PASS_TO_NEXT,PARTIAL_PASS,1.56,/nas/input/SES-20250313-04/20250313_04_B4,/nas/output/SES-20250313-04/20250313_04_B4,흐림/가림 프레임 다수
2025-03-14 09:24:00,QC001,20250314_01_B1,SES-20250314-01,/nas/raw/2025-03-14/QC001/20250314_01_B1,30m+,night_lowlight,2265,1420,845,IMAGE_CONTENT_AMBIGUITY,REVIEW_COMPLETE,PARTIAL_PASS,1.55,/nas/input/SES-20250314-01/20250314_01_B1,/nas/output/SES-20250314-01/20250314_01_B1,객체 클래스 Label 불일치
2025-03-14 11:07:00,QC001,20250314_01_B2,SES-20250314-01,/nas/raw/2025-03-14/QC001/20250314_01_B2,0-10m,night_lowlight,2265,1350,915,TEMPORAL_ANNOTATION,PASS_TO_NEXT,PARTIAL_PASS,2.03,/nas/input/SES-20250314-01/20250314_01_B2,/nas/output/SES-20250314-01/20250314_01_B2,객체 출현/이탈 구간 불명확 또는 프레임 간 불연속 발생
2025-03-14 13:24:00,QC001,20250314_01_B3,SES-20250314-01,/nas/raw/2025-03-14/QC001/20250314_01_B3,0-10m,rain_wetroad,2264,1385,879,IMAGE_CONTENT_AMBIGUITY,REVIEW_COMPLETE,PARTIAL_PASS,1.74,/nas/input/SES-20250314-01/20250314_01_B3,/nas/output/SES-20250314-01/20250314_01_B3,객체 클래스 Label 불일치
2025-03-14 15:37:00,QC001,20250314_01_B4,SES-20250314-01,/nas/raw/2025-03-14/QC001/20250314_01_B4,30m+,mixed_indoor_outdoor,2264,1385,879,IMAGE_CONTENT_AMBIGUITY,PASS_TO_NEXT,PARTIAL_PASS,1.95,/nas/input/SES-20250314-01/20250314_01_B4,/nas/output/SES-20250314-01/20250314_01_B4,객체 클래스 Label 불일치
2025-03-14 09:29:00,QC002,20250314_02_B1,SES-20250314-02,/nas/raw/2025-03-14/QC002/20250314_02_B1,0-10m,mixed_indoor_outdoor,1903,1084,819,IMAGE_CONTENT_AMBIGUITY,DROP_AND_ARCHIVE,PARTIAL_PASS,1.7,/nas/input/SES-20250314-02/20250314_02_B1,/nas/output/SES-20250314-02/20250314_02_B1,객체 클래스 Label 불일치
2025-03-14 11:32:00,QC002,20250314_02_B2,SES-20250314-02,/nas/raw/2025-03-14/QC002/20250314_02_B2,0-10m,day_clear,1903,1016,887,LOW_VISIBILITY,PASS_TO_NEXT,PARTIAL_PASS,1.68,/nas/input/SES-20250314-02/20250314_02_B2,/nas/output/SES-20250314-02/20250314_02_B2,흐림/가림 프레임 다수
2025-03-14 13:24:00,QC002,20250314_02_B3,SES-20250314-02,/nas/raw/2025-03-14/QC002/20250314_02_B3,0-10m,night_lowlight,1903,1050,853,DUPLICATE_CORRUPT,PASS_TO_NEXT,PARTIAL_PASS,1.53,/nas/input/SES-20250314-02/20250314_02_B3,/nas/output/SES-20250314-02/20250314_02_B3,중복 또는 손상 이미지 포함
2025-03-14 15:31:00,QC002,20250314_02_B4,SES-20250314-02,/nas/raw/2025-03-14/QC002/20250314_02_B4,0-10m,rain_wetroad,1903,1051,852,IMAGE_CONTENT_AMBIGUITY,DROP_AND_ARCHIVE,PARTIAL_PASS,1.57,/nas/input/SES-20250314-02/20250314_02_B4,/nas/output/SES-20250314-02/20250314_02_B4,객체 클래스 Label 불일치
2025-03-14 10:07:00,QC003,20250314_03_B1,SES-20250314-03,/nas/raw/2025-03-14/QC003/20250314_03_B1,30m+,day_clear,1839,1047,792,TEMPORAL_ANNOTATION,PASS_TO_NEXT,PARTIAL_PASS,1.86,/nas/input/SES-20250314-03/20250314_03_B1,/nas/output/SES-20250314-03/20250314_03_B1,객체 출현/이탈 구간 불명확 또는 프레임 간 불연속 발생
2025-03-14 12:37:00,QC003,20250314_03_B2,SES-20250314-03,/nas/raw/2025-03-14/QC003/20250314_03_B2,0-10m,night_lowlight,1839,983,856,DUPLICATE_CORRUPT,PASS_TO_NEXT,PARTIAL_PASS,1.68,/nas/input/SES-20250314-03/20250314_03_B2,/nas/output/SES-20250314-03/20250314_03_B2,중복 또는 손상 이미지 포함
2025-03-14 14:33:00,QC003,20250314_03_B3,SES-20250314-03,/nas/raw/2025-03-14/QC003/20250314_03_B3,10-30m,day_clear,1839,1015,824,IMAGE_CONTENT_AMBIGUITY,PASS_TO_NEXT,PARTIAL_PASS,1.67,/nas/input/SES-20250314-03/20250314_03_B3,/nas/output/SES-20250314-03/20250314_03_B3,객체 클래스 Label 불일치
2025-03-14 16:27:00,QC003,20250314_03_B4,SES-20250314-03,/nas/raw/2025-03-14/QC003/20250314_03_B4,10-30m,rain_wetroad,1838,1014,824,IMAGE_CONTENT_AMBIGUITY,DROP_AND_ARCHIVE,PARTIAL_PASS,1.89,/nas/input/SES-20250314-03/20250314_03_B4,/nas/output/SES-20250314-03/20250314_03_B4,객체 클래스 Label 불일치
2025-03-14 10:49:00,QC004,20250314_04_B1,SES-20250314-04,/nas/raw/2025-03-14/QC004/20250314_04_B1,30m+,mixed_indoor_outdoor,1896,1082,814,METADATA_MISMATCH,PASS_TO_NEXT,PARTIAL_PASS,1.53,/nas/input/SES-20250314-04/20250314_04_B1,/nas/output/SES-20250314-04/20250314_04_B1,거리/환경 메타데이터와 실제 프레임 불일치
2025-03-14 12:16:00,QC004,20250314_04_B2,SES-20250314-04,/nas/raw/2025-03-14/QC004/20250314_04_B2,30m+,day_clear,1895,1015,880,METADATA_MISMATCH,REVIEW_COMPLETE,PARTIAL_PASS,1.62,/nas/input/SES-20250314-04/20250314_04_B2,/nas/output/SES-20250314-04/20250314_04_B2,거리/환경 메타데이터와 실제 프레임 불일치
2025-03-14 14:06:00,QC004,20250314_04_B3,SES-20250314-04,/nas/raw/2025-03-14/QC004/20250314_04_B3,30m+,night_lowlight,1895,1048,847,TEMPORAL_ANNOTATION,PASS_TO_NEXT,PARTIAL_PASS,2.07,/nas/input/SES-20250314-04/20250314_04_B3,/nas/output/SES-20250314-04/20250314_04_B3,객체 출현/이탈 구간 불명확 또는 프레임 간 불연속 발생
2025-03-14 16:08:00,QC004,20250314_04_B4,SES-20250314-04,/nas/raw/2025-03-14/QC004/20250314_04_B4,0-10m,day_clear,1895,1048,847,LOW_VISIBILITY,REVIEW_COMPLETE,PARTIAL_PASS,2.0,/nas/input/SES-20250314-04/20250314_04_B4,/nas/output/SES-20250314-04/20250314_04_B4,흐림/가림 프레임 다수
